Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,Complaint_Clean
260286,Comcast internet for low income families,,2025-04-27,20:57:43,Internet,Belvidere,Illinois,61008,Closed,No,comcast internet for low income families
272802,Comcast Service and customer service representative,,2025-04-05,20:59:22,Internet,Bensalem,Pennsylvania,19020,Closed,No,comcast service and customer service representative
293050,Poor internet connection/dropped connection since installation of new modem,,2025-05-16,08:32:31,Internet,Bensalem,Pennsylvania,19020,Solved,No,poor internet connectiondropped connection since installation of new modem
351961,Comcast Billing,,2025-06-19,13:46:28,Internet,Bensalem,Pennsylvania,19020,Solved,Yes,comcast billing
360739,Bank Fee Refund Reques,,2025-06-24,01:48:55,Internet,Berkeley,California,94704,Closed,No,bank fee refund reques
360830,COMCAST Unfair Charge,,2025-06-24,04:24:26,Internet,Berkeley,California,94705,Pending,No,comcast unfair charge
370385,Wrongful Billing,,2025-06-27,18:44:08,Customer Care Call,Berkeley,California,94704,Solved,No,wrongful billing
232450,Billing problem,,2025-04-13,14:26:56,Customer Care Call,Berkeley Lake,Georgia,30096,Closed,No,billing problem
373879,Service refusal and lower than advertised speeds.,,2025-06-30,00:40:28,Internet,Berkeley Spring,West Virginia,25411,Open,No,service refusal and lower than advertised speeds
347973,COMCAST - MAJOR COMPLAINT 1ST TIME CUSTOMER - AGGRAVATED HEALTH ISSUES,,2025-06-18,09:37:51,Customer Care Call,Berwyn,Pennsylvania,19312,Closed,No,comcast major complaint 1st time customer aggravated health issues
353984,Connecting the service,,2025-06-20,15:28:21,Customer Care Call,Bethesda,Maryland,20817,Solved,No,connecting the service
348310,Over Charge by lying,,2025-06-18,11:08:53,Internet,Blacksburg,Virginia,24060,Solved,No,over charge by lying
300985,Comcast keeps changing bill and every time gives new reasons!!,,2025-05-21,11:29:53,Internet,Blackwood,New Jersey,8012,Solved,No,comcast keeps changing bill and every time gives new reasons
336029,Ad in craigslist was a scam for selling product not owned,,2025-11-06,21:31:55,Internet,Blackwood,New Jersey,8012,Closed,No,ad in craigslist was a scam for selling product not owned
353614,Comcast Internet,,2025-06-20,10:58:15,Customer Care Call,Blaine,Washington,98230,Solved,No,comcast internet
350810,Comcast billing after discontinuation of service,,2025-06-18,22:52:12,Customer Care Call,Blairstown,New Jersey,7825,Solved,No,comcast billing after discontinuation of service
347021,COMPLAINT AGAINST COMCAST,,2025-06-17,18:54:21,Customer Care Call,Bloomfield,Michigan,48302,Open,No,complaint against comcast
347789,Comcast data cap,,2025-06-18,03:22:37,Internet,Bloomingdale,Georgia,31302,Open,No,comcast data cap
358822,Comcast Issues,,2025-06-23,15:05:04,Internet,Bloomingdale,Georgia,31302,Pending,No,comcast issues
249465,Comcast charging a fee without disclosing,,2025-04-22,08:44:27,Internet,Bloomington,Illinois,61701,Closed,No,comcast charging a fee without disclosing
360372,increased bill,,2025-06-23,22:36:29,Internet,Bloomington,Illinois,61704,Solved,No,increased bill
360432,"Incorrect charges, and would not fix",,2025-06-23,23:00:41,Internet,Bloomington,Illinois,61701,Open,No,incorrect charges and would not fix
367310,Suspected Throttling,,2025-06-26,01:00:33,Internet,Bloomington,Illinois,61704,Open,Yes,suspected throttling
251442,constant disruption of internet service,,2025-04-22,21:41:10,Customer Care Call,Bloomington,Indiana,47401,Closed,No,constant disruption of internet service
363940,Comcast Unfair Billing Practices,,2025-06-25,09:05:14,Customer Care Call,Bloomington,Indiana,47408,Solved,No,comcast unfair billing practices
367449,Incorrect Billing and Service from Comcast,,2025-06-26,08:45:22,Internet,Bloomington,Indiana,47401,Solved,No,incorrect billing and service from comcast
312775,Comcast reduced my internet speed,,2025-05-28,23:01:44,Customer Care Call,Bloomington,Minnesota,55420,Solved,No,comcast reduced my internet speed
360666,Keep getting charged rental fees for modem I already own,,2025-06-24,00:49:46,Customer Care Call,Bloomington,Minnesota,55431,Solved,No,keep getting charged rental fees for modem i already own
327468,Dealing with Comcast/Xfinity,,2025-07-06,15:07:09,Internet,Bloominton,Illinois,61701,Closed,No,dealing with comcastxfinity
239613,Over Billing,,2025-04-16,15:03:03,Customer Care Call,Boca Raton,Florida,33496,Closed,No,over billing
253813,Billing,,2025-04-23,17:48:47,Customer Care Call,Boca Raton,Florida,33486,Closed,Yes,billing
259141,Awful Service!,,2025-04-27,14:13:15,Internet,Boca Raton,Florida,33487,Closed,No,awful service
275079,Comcast bad practices,,2025-05-05,20:41:17,Internet,Boca Raton,Florida,33487,Closed,No,comcast bad practices
292598,Billing for equipment that was not provided to me,,2025-05-15,17:48:59,Customer Care Call,Boca Raton,Florida,33496,Open,No,billing for equipment that was not provided to me
294846,Comcast Speed Issues,,2025-05-18,12:52:13,Customer Care Call,Boca Raton,Florida,33434,Open,No,comcast speed issues
319332,Technical Support,,2025-02-06,16:28:50,Customer Care Call,Boca Raton,Florida,33432,Solved,No,technical support
353911,Failure to supply the proper Internet service,,2025-06-20,14:41:33,Customer Care Call,Boca Raton,Florida,33432,Solved,No,failure to supply the proper internet service
370148,Comcast disconnected my account without reason or notice,,2025-06-27,15:36:57,Customer Care Call,Boca Raton,Florida,33486,Open,No,comcast disconnected my account without reason or notice
376154,Bad Service/drop calls/no support,,2025-06-30,21:06:31,Internet,Boca Raton,Florida,33498,Open,No,bad servicedrop callsno support
375862,Modem rental fees,,2025-06-30,18:42:19,Internet,Boca Raton,Florida,33496,Open,No,modem rental fees
234849,Comcast - issues galore,,2025-04-14,14:07:23,Internet,Bolton,Massachusetts,1740,Closed,No,comcast issues galore
344483,Monopolistic behavior,,2025-06-16,20:36:12,Customer Care Call,Bolton,Massachusetts,1740,Solved,No,monopolistic behavior
315491,bait and switch pricing,,2025-05-30,22:38:41,Customer Care Call,Bordentown,New Jersey,8505,Open,No,bait and switch pricing
240843,hbo go comcast,,2025-04-17,09:30:48,Customer Care Call,Boston,Massachusetts,2215,Closed,No,hbo go comcast
256620,Comcast Slow Internet,,2025-04-25,01:47:46,Customer Care Call,Boston,Massachusetts,2125,Solved,No,comcast slow internet
331321,Slow Internet Speeds,,2025-09-06,18:14:18,Customer Care Call,Boston,Massachusetts,2116,Solved,No,slow internet speeds
359031,Comcast Billing pratice,,2025-06-23,15:41:20,Customer Care Call,Boston,Massachusetts,2136,Solved,Yes,comcast billing pratice
360419,Comcast overbilled me and added numerous hidden charges,,2025-06-23,22:58:16,Internet,Boston,Massachusetts,2114,Solved,No,comcast overbilled me and added numerous hidden charges
362450,Unfair billing practices of Comcast,,2025-06-24,15:40:31,Customer Care Call,Boston,Massachusetts,2115,Solved,No,unfair billing practices of comcast
215573,HBO GO blocked on Amazon Fire TV,,2025-02-04,22:25:22,Internet,Bothell,Washington,98012,Closed,No,hbo go blocked on amazon fire tv
317979,Comcast Outage/poor service 6/1,,2025-01-06,22:07:53,Customer Care Call,Bothell,Washington,98021,Closed,No,comcast outagepoor service 61
231412,Comcast Agreement,,2025-12-04,19:29:06,Customer Care Call,Boulder,Colorado,80303,Closed,No,comcast agreement
292412,False contract repersentation,,2025-05-15,16:34:23,Customer Care Call,Boulder,Colorado,80304,Solved,Yes,false contract repersentation
370586,"Extremely low speeds, and no help",,2025-06-27,21:57:04,Internet,Boulder,Colorado,80303,Open,No,extremely low speeds and no help
370638,Comcast throttling download speed.,,2025-06-27,23:03:12,Customer Care Call,Boulder,Colorado,80305,Pending,No,comcast throttling download speed
215789,broadband interuption,,2025-03-04,09:11:15,Internet,Bourbonnais,Illinois,60914,Closed,No,broadband interuption
260358,low internet speed,,2025-04-27,21:34:24,Internet,Bourbonnais,Illinois,60914,Closed,No,low internet speed
212818,Incorrect Billing,,2025-01-04,17:39:39,Customer Care Call,Boynton Beach,Florida,33426,Closed,No,incorrect billing
338907,Comcast - Diversified Consultants,,2025-06-13,11:48:10,Internet,Bozeman,Montana,59715,Closed,No,comcast diversified consultants
371186,COMCAST BILLING FOR LAST @18 mos for services they are unable or unwilling to provide,,2025-06-28,17:50:11,Internet,Braintree,Massachusetts,2184,Open,No,comcast billing for last 18 mos for services they are unable or unwilling to provide
228369,Comcast blocks HBO GO on PS4,,2025-10-04,11:17:48,Customer Care Call,Brandon,Mississippi,39047,Closed,No,comcast blocks hbo go on ps4
329488,Comcast data usage charges,,2025-08-06,20:17:09,Customer Care Call,Brandon,Mississippi,39047,Solved,No,comcast data usage charges
358865,Comcast Bandwidth Billing Issue,,2025-06-23,15:12:16,Customer Care Call,Brandon,Mississippi,39047,Solved,No,comcast bandwidth billing issue
362663,Comcast Internet speeds,,2025-06-24,16:21:50,Internet,Branford,Connecticut,6405,Solved,No,comcast internet speeds
235817,Comcast slow internet service,,2025-04-14,19:41:02,Internet,Braselton,Georgia,30517,Closed,No,comcast slow internet service
354359,Comcast Slow Internet,,2025-06-20,22:01:52,Customer Care Call,Brentwood,California,94513,Open,No,comcast slow internet
316562,Comcast internet freezes up,,2025-01-06,12:10:43,Internet,Brentwood,Tennessee,37027,Solved,No,comcast internet freezes up
283105,Comcast changed my account plan after i said no about 2-3 times,,2025-11-05,11:02:33,Internet,Brick,New Jersey,8724,Solved,No,comcast changed my account plan after i said no about 23 times
358373,lack of service from comcast,,2025-06-23,13:33:50,Customer Care Call,Brick,New Jersey,8724,Open,No,lack of service from comcast
360353,Comcast,,2025-06-23,22:26:37,Customer Care Call,Brick,New Jersey,8724,Solved,No,comcast
360370,Comcast,,2025-06-23,22:35:42,Internet,Brick,New Jersey,8724,Solved,No,comcast
360980,credit for service outage 6/23/15,,2025-06-24,09:07:45,Internet,Brick,New Jersey,8723,Solved,No,credit for service outage 62315
300066,Unauthorized billing,,2025-05-20,17:28:54,Customer Care Call,Brier,Washington,98036,Solved,No,unauthorized billing
257589,Billing overcharges,,2025-04-26,09:46:58,Customer Care Call,Brigantine,New Jersey,8203,Closed,No,billing overcharges
358720,internet/phone,,2025-06-23,14:41:50,Internet,Brighton,Colorado,80601,Solved,Yes,internetphone
370683,Comcast Throttling My Internet,,2025-06-28,01:04:39,Customer Care Call,Brighton,Colorado,80602,Open,No,comcast throttling my internet
214442,Double billing from Comcast,,2025-02-04,14:20:22,Customer Care Call,Brighton,Michigan,48114,Closed,No,double billing from comcast
255005,Billing Over Charges,,2025-04-24,12:12:01,Internet,Brighton,Michigan,48116,Closed,No,billing over charges
358608,Internet Only,,2025-06-23,14:22:52,Customer Care Call,Bristol,Connecticut,6010,Solved,No,internet only
264505,Continuing overcharges,,2025-04-29,15:21:25,Customer Care Call,Bristol,Pennsylvania,19007,Closed,No,continuing overcharges
308086,Home Security Forgery/Fraud,,2025-05-26,17:59:35,Internet,Broadlands,Virginia,20148,Closed,No,home security forgeryfraud
355113,2+ Day Degraded Services,,2025-06-22,08:54:47,Internet,Broadway,Virginia,22815,Solved,No,2 day degraded services
363585,Internet Bill too high,,2025-06-24,22:11:44,Customer Care Call,Brockton,Massachusetts,2302,Solved,No,internet bill too high
365533,Over paying for my Comcast Services,,2025-06-25,14:36:20,Internet,Brockton,Massachusetts,2302,Solved,Yes,over paying for my comcast services
294208,Fees not disclosed before service was installed,,2025-05-17,20:36:02,Internet,Brookhaven,Georgia,30319,Solved,No,fees not disclosed before service was installed
364429,comcast service,,2025-06-25,12:01:16,Customer Care Call,Brookhaven,Pennsylvania,19015,Solved,No,comcast service
364278,Poor customer service,,2025-06-25,11:27:09,Customer Care Call,Brookhaven,Pennsylvania,19015,Solved,No,poor customer service
257067,Billed for service never received,,2025-04-25,15:28:33,Customer Care Call,Brookline,Massachusetts,2446,Closed,No,billed for service never received
329486,Comcast,,2025-08-06,20:16:38,Customer Care Call,Brookline,Massachusetts,2446,Solved,No,comcast
255676,disrupted internet service,,2025-04-24,15:19:57,Internet,Broomfield,Colorado,80020,Closed,No,disrupted internet service
361430,Comcast Billing / Speed Issues,,2025-06-24,11:30:14,Internet,Broomfield,Colorado,80020,Pending,No,comcast billing speed issues
362230,Have to bundle services to get advertised proce.,,2025-06-24,14:45:05,Customer Care Call,Broomfield,Colorado,80021,Solved,No,have to bundle services to get advertised proce
367225,Comcast policies,,2025-06-25,22:33:19,Internet,Broomfield,Colorado,80021,Open,No,comcast policies
370637,Internet Throttling,,2025-06-27,22:51:38,Internet,Broomfield,Colorado,80021,Pending,No,internet throttling
370930,Unfair Billing Practices,,2025-06-28,13:39:59,Internet,Broomfield,Colorado,80023,Solved,No,unfair billing practices
233950,Cocmast billing issues,,2025-04-14,09:56:53,Internet,Brunswick,Georgia,31525,Closed,No,cocmast billing issues
346447,Comcast service that didn't work,,2025-06-17,16:23:56,Customer Care Call,Brunswick,Georgia,31523,Solved,Yes,comcast service that didnt work
360896,Data Limit,,2025-06-24,07:51:36,Customer Care Call,Brunswick,Maine,4011,Closed,No,data limit
358891,Pricing is not competive,,2025-06-23,15:15:55,Customer Care Call,Buford,Georgia,30519,Solved,No,pricing is not competive
358669,comcast billing practices-unfair,,2025-06-23,14:30:03,Customer Care Call,Buford,Georgia,30519,Pending,No,comcast billing practicesunfair
337181,Comcast,,2025-12-06,14:22:35,Customer Care Call,Burien,Washington,98146,Solved,No,comcast
369878,Slow Internet,,2025-06-27,12:07:30,Customer Care Call,Burlington,Vermont,5401,Solved,No,slow internet
275759,Internet Service,,2025-06-05,12:14:27,Customer Care Call,Burlington,West Virginia,26710,Closed,No,internet service
258369,Xfinity False Advertisement,,2025-04-27,10:38:01,Customer Care Call,Burnsville,Minnesota,55337,Closed,No,xfinity false advertisement
362348,"Comcast - constantly low speeds, 'miscommunication' about billing errors. Not responding to complaints.",,2025-06-24,15:17:05,Internet,Burnsville,Minnesota,55306,Solved,No,comcast constantly low speeds miscommunication about billing errors not responding to complaints
265612,Comcast HBO-Go Application and Sony Products,,2025-04-29,23:04:49,Internet,Burr Ridge,Illinois,60527,Closed,No,comcast hbogo application and sony products
249466,Never resolved problem with Comcast,,2025-04-22,08:45:14,Internet,Burr Ridge,Illinois,60527,Open,No,never resolved problem with comcast
276254,Slow Speed with the entire connection,,2025-06-05,14:20:38,Internet,Buzzards Bay,Massachusetts,2532,Solved,No,slow speed with the entire connection
360678,Comcast Possibly Throttling my Internet,,2025-06-24,01:00:18,Internet,Camas,Washington,98682,Solved,No,comcast possibly throttling my internet
232947,Comcast sucks,,2025-04-13,16:51:51,Internet,Cambridge,Maryland,21613,Closed,No,comcast sucks
223515,"Issues with Comcast regarding service, billing, etc",,2025-08-04,10:48:14,Customer Care Call,Cambridge,Massachusetts,2138,Closed,No,issues with comcast regarding service billing etc
250591,Internet/TV Billing,,2025-04-22,15:42:39,Internet,Cambridge,Massachusetts,2138,Closed,No,internettv billing
301085,difficulty to cancel services before moving,,2025-05-21,12:10:49,Internet,Cambridge,Massachusetts,2141,Solved,No,difficulty to cancel services before moving
340458,Comcast Incompetence/Lies/Robbery,,2025-06-15,09:14:44,Customer Care Call,Cambridge,Massachusetts,2138,Open,No,comcast incompetenceliesrobbery
